1,183.75,171,20.5,50,90.361
1,-0.38462,164.62,31.538,76.923,80.811
1,351.75,15,20.5,50,78.027
1,619.75,191,20.5,50,64.286
1,215.75,175,20.5,50,53.534
1,255.75,179,20.5,50,51.871
1,615.7,3.2727,22.378,54.581,49.751
1,16.564,168,28.917,70.528,49.532
1,37.015,-4.8,98.115,239.31,47.064
1,227.75,175,20.5,50,46.756
1,275.69,165.15,24.374,59.449,40.232
1,419.75,47,20.5,50,28.788
1,538.11,294.08,69.155,168.67,26.187
1,14.171,386.56,37.516,91.502,24.381
1,240,173.45,22.378,54.581,13.636
1,120.21,152.73,34.371,83.831,7.9129
1,299.75,159,20.5,50,6.5648
2,351.75,15,20.5,50,90.152
2,10.925,168,28.917,70.528,85.983
2,22.203,168,28.917,70.528,61.131
2,183.75,167,20.5,50,57.795
2,599.5,230,41,100,50.105
2,227.75,175,20.5,50,40.815
2,3.75,191,20.5,50,32.854
2,545.8,256.36,22.378,54.581,26.355
2,35.75,139,20.5,50,24.745
2,275.69,165.15,24.374,59.449,22.945
2,165.73,173.45,22.378,54.581,16.495
2,602.72,193.01,34.371,83.831,12.256
3,5.2863,168,28.917,70.528,102.47
3,183.75,171,20.5,50,80.363
3,619.75,203,20.5,50,71.416
3,619.75,263,20.5,50,69.469
3,351.75,11,20.5,50,56.526
3,502.2,240,34.371,83.831,52.14
3,15.5,142,41,100,48.374
3,37.015,-4.8,98.115,239.31,46.509
3,619.75,111,20.5,50,37.817
3,274.95,173.45,22.378,54.581,36.664
3,-0.76923,-3.0769,63.077,153.85,32.213
3,551.75,227,20.5,50,28.199
3,163.75,167,20.5,50,27.37
3,259.75,179,20.5,50,24.754
3,439.5,166,41,100,22.352
4,183.21,169.09,22.378,54.581,103.58
4,-0.32389,175.14,26.574,64.814,91.626
4,355.75,7,20.5,50,51.548
4,602.72,193.01,34.371,83.831,42.119
4,547.75,259,20.5,50,41.636
4,161.49,169.9,24.374,59.449,40.577
4,599.5,14,41,100,40.15
4,351.75,19,20.5,50,38.083
4,61.862,169.95,26.574,64.814,33.805
4,79.75,31,20.5,50,32.836
4,43.75,191,20.5,50,30.983
4,18.077,164.62,31.538,76.923,29.227
4,619.75,127,20.5,50,14.662
5,15.5,142,41,100,72.366
5,183.75,167,20.5,50,69.941
5,577.69,181.54,63.077,153.85,61.031
5,183.75,187,20.5,50,45.879
5,161.49,169.9,24.374,59.449,41.777
5,4.0956,182.18,22.378,54.581,38.429
5,404.16,46.337,24.374,59.449,36.03
5,175.75,163,20.5,50,33.315
5,255.75,183,20.5,50,32.286
5,267.75,179,20.5,50,19.594
5,215,127.69,31.538,76.923,19.423
5,4.461,98.614,24.374,59.449,16.793
5,475.39,-1.6783,34.371,83.831,14.005
5,61.674,168,28.917,70.528,11.671
5,213.79,177.82,22.378,54.581,8.966
5,528.85,232.31,31.538,76.923,4.2198
6,619.75,243,20.5,50,83.581
6,-0.27304,177.82,22.378,54.581,67.142
6,494.57,51.089,24.374,59.449,63.782
6,11.923,164.62,31.538,76.923,51.334
6,187.58,169.09,22.378,54.581,49.879
6,602.69,281.54,31.538,76.923,44.69
6,152.63,182.18,22.378,54.581,43.147
6,488.8,-1.6783,34.371,83.831,40.924
6,42.692,170.77,31.538,76.923,40.758
6,213.83,174.65,24.374,59.449,38.777
6,235.63,177.82,22.378,54.581,37.377
6,282.69,164.62,31.538,76.923,34.672
6,208.46,58.462,63.077,153.85,33.134
6,-0.35242,-1.4118,28.917,70.528,29.951
6,565.77,244.62,31.538,76.923,29.73
