1,826.89,178.11,58.048,141.58,132.37
1,243.03,149.84,58.048,141.58,102.31
1,559.87,319.91,44.559,108.68,92.375
1,227.5,362.6,41.024,100.06,52.014
2,254.03,291.49,68.717,167.6,114.87
2,327.44,281.18,74.826,182.5,94.228
2,527.83,108.33,106.05,258.65,48.795
2,383,212.65,82.126,200.31,15.473
2,276.36,266.57,74.826,182.5,15.372
3,284.11,259.2,196.34,478.88,87.611
3,628.12,316.36,44.737,109.11,44.153
3,553.9,313.41,57.937,141.31,29.954
3,525.25,469.68,105.82,258.09,29.658
3,140.94,470.77,63.11,153.93,29.021
3,208.71,464.62,63.11,153.93,23.879
3,659.5,326,41,100,20.782
3,250.69,108.11,88.797,216.58,15.66
4,510,280,164,400,168.21
4,819.1,278.4,196.23,478.61,129.33
4,308.21,263.66,138.31,337.34,101.19
4,308.7,187.72,48.748,118.9,35.682
4,865.71,354.29,234.29,571.43,34.037
4,382.04,240,89.337,217.89,18.61
4,263.5,422,41,100,15.879
4,496.84,182.54,138.31,337.34,13.63
4,261.12,220.99,48.748,118.9,11.511
4,410.93,144,57.833,141.06,10.013
4,611.06,32.727,44.757,109.16,8.4014
4,967.5,210,41,100,7.7562
4,370.78,159.27,44.757,109.16,4.502
5,534.2,243.96,152.12,371.03,110.02
5,340.62,243.96,152.12,371.03,108.45
5,288.75,222.53,106.13,258.86,67.9
5,331.56,87.577,162.99,397.54,26.085
5,323.84,62,41.023,100.06,23.01
5,572.1,202,41.023,100.06,19.279
5,475.73,169.93,63.385,154.6,18.497
5,795.16,235.55,48.811,119.05,18.094
5,544.07,42,41.023,100.06,11.439
5,859.12,690.86,53.067,129.43,10.926
5,149.9,139.33,81.496,198.77,4.6671
6,452.63,217.14,233.81,570.27,95.935
6,246.67,259.2,196.56,479.42,50.522
6,892.16,421.54,63.101,153.91,39.349
6,1013.8,39.529,115.68,282.15,29.102
6,361.53,194.29,233.81,570.27,28.921
6,702.7,254.26,48.71,118.81,26.047
6,113.45,491.88,48.71,118.81,25.124
6,1045.2,460.36,44.692,109,24.704
6,174.86,108,81.962,199.91,24.057
6,1049.6,303.27,44.692,109,20.341
6,867.53,415.38,63.101,153.91,13.805
6,295.76,202.91,44.692,109,11.39
6,245.56,163.08,63.101,153.91,5.7541
7,580.93,177.58,68.599,167.32,82.205
7,546.25,173.23,75.698,184.63,81.448
7,485.24,230.36,63.021,153.71,78.721
7,362.2,218.07,63.021,153.71,72.456
7,244.77,178.62,81.3,198.29,67.938
7,424.05,242,41.032,100.08,63.979
7,176.93,129,114.53,279.34,54.042
7,628.32,178,41.032,100.08,44.616
7,672.17,127.58,58.022,141.52,36.896
7,443.61,26.278,48.963,119.42,29.916
7,649.55,212.64,58.022,141.52,29.846
7,491.23,93.56,58.022,141.52,27.803
7,331.52,216.46,44.799,109.27,20.93
7,466.97,32.797,44.799,109.27,16.833
7,374.5,187.36,63.021,153.71,15.719
7,442.97,138.92,81.3,198.29,14.217
7,685.22,211.09,53.325,130.06,13.219
